"x_plot","y_plot","playsection"
-92,19,"outsideNorthWestDZ"
-85,31,"outsideNorthWestDZ"
-71,23,"outsideNorthWestDZ"
-54,-39,"eastPointDZ"
-54,39,"westPointDZ"
-32,37,"westPointDZ"
26,-10,"centerPoint"
41,35,"eastPoint"
53,37,"eastPoint"
54,39,"eastPoint"
56,-36,"outsideNorthWest"
75,-41,"outsideNorthWest"
96,-14,"outsideNorthWest"
-90,32,"outsideNorthWestDZ"
-87,-32,"outsideNorthEastDZ"
-82,3,"innerSlotDZ"
-54,38,"westPointDZ"
-34,35,"westPointDZ"
-33,36,"westPointDZ"
-32,39,"westPointDZ"
-26,-9,"southCenterNZ"
-16,-36,"southWestBoardsNZ"
-4,40,"southEastBoardsNZ"
-3,40,"southEastBoardsNZ"
26,-20,"westPoint"
26,-18,"westPoint"
26,18,"eastPoint"
33,-29,"westPoint"
55,-36,"outsideNorthWest"
95,16,"outsideNorthEast"
98,-13,"outsideNorthWest"
98,12,"outsideNorthEast"
-82,-4,"innerSlotDZ"
-43,36,"westPointDZ"
-26,-30,"southWestBoardsNZ"
-16,36,"southEastBoardsNZ"
-15,36,"southEastBoardsNZ"
96,-10,"outsideNorthWest"
96,27,"outsideNorthEast"
-94,-11,"outsideNorthEastDZ"
-86,10,"outsideNorthWestDZ"
-83,-1,"innerSlotDZ"
-57,41,"outsideNorthWestDZ"
-38,35,"westPointDZ"
-29,-39,"eastPointDZ"
-7,-40,"southWestBoardsNZ"
0,-15,"northCenterNZ"
11,-36,"northWestBoardsNZ"
13,36,"northEastBoardsNZ"
34,-27,"westPoint"
39,-34,"westPoint"
45,36,"eastPoint"
62,37,"outsideNorthEast"
86,-33,"outsideNorthWest"
94,18,"outsideNorthEast"
95,-9,"outsideNorthWest"
97,11,"outsideNorthEast"
-99,12,"outsideNorthWestDZ"
-86,-29,"outsideNorthEastDZ"
-86,29,"outsideNorthWestDZ"
-84,-6,"innerSlotDZ"
-81,-6,"innerSlotDZ"
-80,35,"outsideNorthWestDZ"
-36,-35,"eastPointDZ"
-32,-38,"eastPointDZ"
-26,-7,"southCenterNZ"
-12,36,"southEastBoardsNZ"
-8,36,"southEastBoardsNZ"
-3,39,"southEastBoardsNZ"
4,-36,"northWestBoardsNZ"
39,34,"eastPoint"
48,36,"eastPoint"
63,-41,"outsideNorthWest"
78,-36,"outsideNorthWest"
92,24,"outsideNorthEast"
93,21,"outsideNorthEast"
-92,4,"outsideNorthWestDZ"
-90,-34,"outsideNorthEastDZ"
-82,6,"innerSlotDZ"
-80,-5,"innerSlotDZ"
-44,36,"westPointDZ"
-40,-34,"eastPointDZ"
-26,-13,"southCenterNZ"
-7,37,"southEastBoardsNZ"
9,-36,"northWestBoardsNZ"
10,36,"northEastBoardsNZ"
49,-36,"westPoint"
59,41,"outsideNorthEast"
98,-22,"outsideNorthWest"
99,15,"outsideNorthEast"
-92,-16,"outsideNorthEastDZ"
-90,-7,"outsideNorthEastDZ"
-80,-4,"innerSlotDZ"
-79,4,"innerSlotDZ"
-78,36,"outsideNorthWestDZ"
-77,0,"innerSlotDZ"
-75,37,"outsideNorthWestDZ"
-72,-22,"outsideNorthEastDZ"
-45,-36,"eastPointDZ"
-35,33,"westPointDZ"
-33,-36,"eastPointDZ"
-30,39,"westPointDZ"
-20,-36,"southWestBoardsNZ"
-15,37,"southEastBoardsNZ"
-9,-37,"southWestBoardsNZ"
26,6,"centerPoint"
30,29,"eastPoint"
31,-28,"westPoint"
36,30,"eastPoint"
62,-37,"outsideNorthWest"
66,41,"outsideNorthEast"
-85,-30,"outsideNorthEastDZ"
-81,-5,"innerSlotDZ"
-41,-35,"eastPointDZ"
-36,-34,"eastPointDZ"
-22,-37,"southWestBoardsNZ"
19,-37,"northWestBoardsNZ"
26,9,"centerPoint"
31,-27,"westPoint"
33,23,"eastPoint"
50,36,"eastPoint"
57,-36,"outsideNorthWest"
81,0,"innerSlot"
-94,12,"outsideNorthWestDZ"
-82,0,"innerSlotDZ"
-81,6,"innerSlotDZ"
-67,-22,"eastOuterSlotDZ"
-67,-21,"eastOuterSlotDZ"
-63,41,"outsideNorthWestDZ"
-8,37,"southEastBoardsNZ"
-1,-37,"northWestBoardsNZ"
26,-8,"centerPoint"
81,1,"innerSlot"
81,35,"outsideNorthEast"
95,-29,"outsideNorthWest"
-91,25,"outsideNorthWestDZ"
-87,32,"outsideNorthWestDZ"
-76,37,"outsideNorthWestDZ"
-75,13,"westOuterSlotDZ"
-39,36,"westPointDZ"
-34,-34,"eastPointDZ"
-32,38,"westPointDZ"
-31,-40,"eastPointDZ"
-29,38,"westPointDZ"
-26,26,"southEastBoardsNZ"
-2,1,"southCenterNZ"
8,-35,"northWestBoardsNZ"
28,41,"eastPoint"
83,-39,"outsideNorthWest"
99,-17,"outsideNorthWest"
99,-16,"outsideNorthWest"
-69,-24,"outsideNorthEastDZ"
-32,-37,"eastPointDZ"
-26,28,"southEastBoardsNZ"
-26,30,"southEastBoardsNZ"
-21,-21,"southCenterNZ"
-13,36,"southEastBoardsNZ"
30,-29,"westPoint"
30,28,"eastPoint"
34,23,"eastPoint"
38,41,"eastPoint"
46,-36,"westPoint"
49,36,"eastPoint"
58,-41,"outsideNorthWest"
66,-22,"westOuterSlot"
74,-37,"outsideNorthWest"
93,-21,"outsideNorthWest"
96,12,"outsideNorthEast"
96,13,"outsideNorthEast"
99,16,"outsideNorthEast"
-94,13,"outsideNorthWestDZ"
-93,-14,"outsideNorthEastDZ"
-92,-19,"outsideNorthEastDZ"
-92,8,"outsideNorthWestDZ"
-86,5,"innerSlotDZ"
-83,5,"innerSlotDZ"
-75,-14,"eastOuterSlotDZ"
-66,38,"outsideNorthWestDZ"
-54,-38,"outsideNorthEastDZ"
-47,-36,"eastPointDZ"
-33,-40,"eastPointDZ"
-26,-14,"southCenterNZ"
-26,-12,"southCenterNZ"
-26,11,"southCenterNZ"
-26,40,"southEastBoardsNZ"
-25,-22,"southCenterNZ"
-5,37,"southEastBoardsNZ"
1,35,"northEastBoardsNZ"
21,-37,"northWestBoardsNZ"
21,22,"northEastBoardsNZ"
26,3,"centerPoint"
28,-34,"westPoint"
30,-28,"westPoint"
37,29,"eastPoint"
39,-33,"westPoint"
57,41,"outsideNorthEast"
89,-34,"outsideNorthWest"
-92,-20,"outsideNorthEastDZ"
-89,33,"outsideNorthWestDZ"
-86,7,"outsideNorthWestDZ"
-79,3,"innerSlotDZ"
-64,-41,"outsideNorthEastDZ"
-35,35,"westPointDZ"
-26,29,"southEastBoardsNZ"
-12,35,"southEastBoardsNZ"
15,-36,"northWestBoardsNZ"
26,41,"eastPoint"
35,30,"eastPoint"
36,-31,"westPoint"
38,-33,"westPoint"
64,-41,"outsideNorthWest"
95,14,"outsideNorthEast"
99,-15,"outsideNorthWest"
-85,10,"outsideNorthWestDZ"
-84,-8,"innerSlotDZ"
-82,-7,"innerSlotDZ"
-82,4,"innerSlotDZ"
-72,1,"innerSlotDZ"
-39,34,"westPointDZ"
-26,25,"southEastBoardsNZ"
-10,36,"southEastBoardsNZ"
4,36,"northEastBoardsNZ"
33,-26,"westPoint"
34,27,"eastPoint"
34,28,"eastPoint"
36,29,"eastPoint"
47,-36,"westPoint"
53,-37,"westPoint"
85,32,"outsideNorthEast"
94,16,"outsideNorthEast"
97,-11,"outsideNorthWest"
97,13,"outsideNorthEast"
-99,-18,"outsideNorthEastDZ"
-99,-11,"outsideNorthEastDZ"
-76,-37,"outsideNorthEastDZ"
-74,37,"outsideNorthWestDZ"
-72,13,"westOuterSlotDZ"
-53,37,"westPointDZ"
-47,36,"westPointDZ"
-45,36,"westPointDZ"
-30,-39,"eastPointDZ"
-26,1,"southCenterNZ"
-21,36,"southEastBoardsNZ"
-17,36,"southEastBoardsNZ"
-11,36,"southEastBoardsNZ"
-10,-36,"southWestBoardsNZ"
-10,35,"southEastBoardsNZ"
30,27,"eastPoint"
35,-29,"westPoint"
47,36,"eastPoint"
54,-38,"outsideNorthWest"
63,37,"outsideNorthEast"
80,1,"innerSlot"
91,-29,"outsideNorthWest"
91,28,"outsideNorthEast"
92,23,"outsideNorthEast"
94,-17,"outsideNorthWest"
99,-5,"outsideNorthWest"
99,6,"outsideNorthEast"
-87,-9,"outsideNorthEastDZ"
35,28,"eastPoint"
46,36,"eastPoint"
93,7,"outsideNorthEast"
-94,-12,"outsideNorthEastDZ"
-91,-8,"outsideNorthEastDZ"
-86,-9,"outsideNorthEastDZ"
-70,1,"innerSlotDZ"
-58,-36,"outsideNorthEastDZ"
-46,-36,"eastPointDZ"
-42,-35,"eastPointDZ"
-40,-35,"eastPointDZ"
-37,-34,"eastPointDZ"
-36,-33,"eastPointDZ"
-26,-18,"southCenterNZ"
-23,40,"southEastBoardsNZ"
-19,36,"southEastBoardsNZ"
-14,-36,"southWestBoardsNZ"
0,14,"northCenterNZ"
6,36,"northEastBoardsNZ"
20,-37,"northWestBoardsNZ"
26,-11,"centerPoint"
26,-2,"centerPoint"
33,-27,"westPoint"
36,23,"eastPoint"
37,-32,"westPoint"
52,36,"eastPoint"
59,-22,"westOuterSlot"
86,32,"outsideNorthEast"
90,31,"outsideNorthEast"
95,-14,"outsideNorthWest"
-86,-7,"outsideNorthEastDZ"
-82,-8,"innerSlotDZ"
-78,3,"innerSlotDZ"
-75,-13,"eastOuterSlotDZ"
-72,0,"innerSlotDZ"
-69,-32,"outsideNorthEastDZ"
-63,-41,"outsideNorthEastDZ"
-61,28,"outsideNorthWestDZ"
-38,-35,"eastPointDZ"
-26,-29,"southWestBoardsNZ"
-26,-5,"southCenterNZ"
-26,-2,"southCenterNZ"
-26,5,"southCenterNZ"
-26,6,"southCenterNZ"
-26,16,"southCenterNZ"
-7,-36,"southWestBoardsNZ"
-3,-38,"southWestBoardsNZ"
31,29,"eastPoint"
33,25,"eastPoint"
37,32,"eastPoint"
39,41,"eastPoint"
52,-36,"westPoint"
61,-37,"outsideNorthWest"
98,-12,"outsideNorthWest"
-97,-25,"outsideNorthEastDZ"
-94,-13,"outsideNorthEastDZ"
-79,-5,"innerSlotDZ"
-69,1,"innerSlotDZ"
-52,36,"westPointDZ"
-46,36,"westPointDZ"
-41,34,"westPointDZ"
-36,33,"westPointDZ"
-34,34,"westPointDZ"
-26,-15,"southCenterNZ"
-21,-36,"southWestBoardsNZ"
-19,-35,"southWestBoardsNZ"
-4,-38,"southWestBoardsNZ"
2,38,"northEastBoardsNZ"
2,39,"northEastBoardsNZ"
40,-34,"westPoint"
41,-34,"westPoint"
66,22,"eastOuterSlot"
80,-35,"outsideNorthWest"
89,32,"outsideNorthEast"
94,-8,"outsideNorthWest"
-95,-29,"outsideNorthEastDZ"
-92,-18,"outsideNorthEastDZ"
-91,-25,"outsideNorthEastDZ"
-91,-23,"outsideNorthEastDZ"
-90,34,"outsideNorthWestDZ"
-69,0,"innerSlotDZ"
-65,41,"outsideNorthWestDZ"
-57,36,"outsideNorthWestDZ"
-54,40,"outsideNorthWestDZ"
-51,36,"westPointDZ"
-47,35,"westPointDZ"
-26,-4,"southCenterNZ"
-9,36,"southEastBoardsNZ"
-7,36,"southEastBoardsNZ"
35,23,"eastPoint"
41,-35,"westPoint"
58,36,"outsideNorthEast"
62,-41,"outsideNorthWest"
76,41,"outsideNorthEast"
79,1,"innerSlot"
98,22,"outsideNorthEast"
99,-7,"outsideNorthWest"
99,-6,"outsideNorthWest"
-89,35,"outsideNorthWestDZ"
-87,26,"outsideNorthWestDZ"
-85,30,"outsideNorthWestDZ"
-82,8,"innerSlotDZ"
-77,1,"innerSlotDZ"
-76,-41,"outsideNorthEastDZ"
-69,27,"outsideNorthWestDZ"
-62,41,"outsideNorthWestDZ"
-49,-36,"eastPointDZ"
-26,14,"southCenterNZ"
-5,-37,"southWestBoardsNZ"
-4,37,"southEastBoardsNZ"
5,36,"northEastBoardsNZ"
26,-17,"westPoint"
32,30,"eastPoint"
44,-36,"westPoint"
67,-23,"westOuterSlot"
92,-24,"outsideNorthWest"
-88,7,"outsideNorthWestDZ"
-88,33,"outsideNorthWestDZ"
-86,-10,"outsideNorthEastDZ"
-53,-36,"eastPointDZ"
-43,-36,"eastPointDZ"
-28,-39,"eastPointDZ"
-26,-28,"southWestBoardsNZ"
-26,-8,"southCenterNZ"
-9,-36,"southWestBoardsNZ"
1,-40,"northWestBoardsNZ"
29,-31,"westPoint"
29,31,"eastPoint"
33,-22,"westPoint"
36,28,"eastPoint"
45,-36,"westPoint"
82,34,"outsideNorthEast"
85,-32,"outsideNorthWest"
94,4,"outsideNorthEast"
-80,-6,"innerSlotDZ"
-77,-1,"innerSlotDZ"
-54,-40,"eastPointDZ"
-39,-33,"eastPointDZ"
-31,-36,"eastPointDZ"
-26,0,"southCenterNZ"
-1,-36,"northWestBoardsNZ"
29,29,"eastPoint"
31,26,"eastPoint"
33,27,"eastPoint"
42,35,"eastPoint"
82,-34,"outsideNorthWest"
96,-11,"outsideNorthWest"
99,8,"outsideNorthEast"
99,9,"outsideNorthEast"
-88,-36,"outsideNorthEastDZ"
-83,-33,"outsideNorthEastDZ"
-83,6,"innerSlotDZ"
-76,1,"innerSlotDZ"
-64,41,"outsideNorthWestDZ"
-63,-37,"outsideNorthEastDZ"
-51,35,"westPointDZ"
-48,-36,"eastPointDZ"
-37,-33,"eastPointDZ"
-30,-37,"eastPointDZ"
-30,37,"westPointDZ"
-26,10,"southCenterNZ"
-21,35,"southEastBoardsNZ"
-18,36,"southEastBoardsNZ"
-18,40,"southEastBoardsNZ"
-6,-36,"southWestBoardsNZ"
-1,38,"northEastBoardsNZ"
22,37,"northEastBoardsNZ"
26,-19,"westPoint"
31,22,"eastPoint"
32,41,"eastPoint"
34,-23,"westPoint"
34,26,"eastPoint"
48,-36,"westPoint"
65,41,"outsideNorthEast"
80,-2,"innerSlot"
81,-1,"innerSlot"
81,3,"innerSlot"
93,-19,"outsideNorthWest"
-91,21,"outsideNorthWestDZ"
-88,-32,"outsideNorthEastDZ"
-86,24,"outsideNorthWestDZ"
-85,8,"outsideNorthWestDZ"
-84,6,"innerSlotDZ"
-59,-36,"outsideNorthEastDZ"
-43,-35,"eastPointDZ"
-38,23,"westPointDZ"
-33,-34,"eastPointDZ"
-31,36,"westPointDZ"
-29,39,"westPointDZ"
-26,-1,"southCenterNZ"
-26,2,"southCenterNZ"
-18,-36,"southWestBoardsNZ"
-13,-35,"southWestBoardsNZ"
-3,38,"southEastBoardsNZ"
30,-27,"westPoint"
32,27,"eastPoint"
33,17,"eastPoint"
34,25,"eastPoint"
38,33,"eastPoint"
59,36,"outsideNorthEast"
85,38,"outsideNorthEast"
-87,-6,"outsideNorthEastDZ"
-87,25,"outsideNorthWestDZ"
-86,21,"outsideNorthWestDZ"
-76,2,"innerSlotDZ"
-75,30,"outsideNorthWestDZ"
-20,-35,"southWestBoardsNZ"
2,-38,"northWestBoardsNZ"
14,36,"northEastBoardsNZ"
26,10,"centerPoint"
33,22,"eastPoint"
39,-41,"westPoint"
75,37,"outsideNorthEast"
80,0,"innerSlot"
93,20,"outsideNorthEast"
94,9,"outsideNorthEast"
-90,-30,"outsideNorthEastDZ"
-87,-26,"outsideNorthEastDZ"
-86,-28,"outsideNorthEastDZ"
-86,25,"outsideNorthWestDZ"
-83,9,"innerSlotDZ"
-82,5,"innerSlotDZ"
-80,6,"innerSlotDZ"
-77,2,"innerSlotDZ"
-76,0,"innerSlotDZ"
-41,35,"westPointDZ"
-37,34,"westPointDZ"
-30,40,"westPointDZ"
-29,-38,"eastPointDZ"
-26,15,"southCenterNZ"
-26,27,"southEastBoardsNZ"
-14,36,"southEastBoardsNZ"
-1,-3,"southCenterNZ"
12,35,"northEastBoardsNZ"
27,38,"eastPoint"
28,-41,"westPoint"
31,-25,"westPoint"
36,-22,"westPoint"
60,-41,"outsideNorthWest"
97,-12,"outsideNorthWest"
-92,15,"outsideNorthWestDZ"
-86,-5,"innerSlotDZ"
-83,8,"innerSlotDZ"
-78,-3,"innerSlotDZ"
-70,30,"outsideNorthWestDZ"
-69,-33,"outsideNorthEastDZ"
-37,-31,"eastPointDZ"
-30,38,"westPointDZ"
-26,-16,"southCenterNZ"
-11,-36,"southWestBoardsNZ"
-5,-40,"southWestBoardsNZ"
10,34,"northEastBoardsNZ"
33,-16,"westPoint"
35,22,"eastPoint"
40,-41,"westPoint"
43,-41,"westPoint"
52,35,"eastPoint"
56,-41,"outsideNorthWest"
61,-27,"outsideNorthWest"
64,41,"outsideNorthEast"
71,21,"eastOuterSlot"
75,-37,"outsideNorthWest"
93,-20,"outsideNorthWest"
99,-10,"outsideNorthWest"
-87,31,"outsideNorthWestDZ"
-85,11,"outsideNorthWestDZ"
-84,-10,"outsideNorthEastDZ"
-83,0,"innerSlotDZ"
-75,-31,"outsideNorthEastDZ"
-74,29,"outsideNorthWestDZ"
-71,-31,"outsideNorthEastDZ"
-71,0,"innerSlotDZ"
-39,-34,"eastPointDZ"
-36,-32,"eastPointDZ"
-34,33,"westPointDZ"
-26,8,"southCenterNZ"
-21,22,"southCenterNZ"
-15,-35,"southWestBoardsNZ"
-12,-36,"southWestBoardsNZ"
3,37,"northEastBoardsNZ"
13,-36,"northWestBoardsNZ"
16,36,"northEastBoardsNZ"
17,-36,"northWestBoardsNZ"
31,25,"eastPoint"
34,-22,"westPoint"
43,-36,"westPoint"
61,-41,"outsideNorthWest"
62,-28,"outsideNorthWest"
79,0,"innerSlot"
81,-3,"innerSlot"
93,-18,"outsideNorthWest"
93,-6,"outsideNorthWest"
95,29,"outsideNorthEast"
-87,-5,"innerSlotDZ"
-87,5,"innerSlotDZ"
-83,-39,"outsideNorthEastDZ"
-76,14,"westOuterSlotDZ"
-70,33,"outsideNorthWestDZ"
-68,24,"outsideNorthWestDZ"
-36,32,"westPointDZ"
-29,40,"westPointDZ"
-28,39,"westPointDZ"
-26,-17,"southCenterNZ"
-26,-6,"southCenterNZ"
-8,-36,"southWestBoardsNZ"
41,-41,"westPoint"
60,26,"outsideNorthEast"
62,30,"outsideNorthEast"
65,-37,"outsideNorthWest"
83,33,"outsideNorthEast"
88,36,"outsideNorthEast"
-91,-22,"outsideNorthEastDZ"
-86,26,"outsideNorthWestDZ"
-80,-7,"innerSlotDZ"
-72,-1,"innerSlotDZ"
-69,32,"outsideNorthWestDZ"
-36,23,"westPointDZ"
-35,23,"westPointDZ"
-32,-39,"eastPointDZ"
-25,22,"southCenterNZ"
-19,35,"southEastBoardsNZ"
-11,-35,"southWestBoardsNZ"
9,36,"northEastBoardsNZ"
14,-36,"northWestBoardsNZ"
15,36,"northEastBoardsNZ"
31,-21,"westPoint"
34,22,"eastPoint"
38,32,"eastPoint"
79,-1,"innerSlot"
82,-3,"innerSlot"
89,-35,"outsideNorthWest"
93,-7,"outsideNorthWest"
94,15,"outsideNorthEast"
-99,13,"outsideNorthWestDZ"
-93,-9,"outsideNorthEastDZ"
-92,-17,"outsideNorthEastDZ"
-89,-35,"outsideNorthEastDZ"
-86,28,"outsideNorthWestDZ"
-81,-34,"outsideNorthEastDZ"
-80,-40,"outsideNorthEastDZ"
-80,-35,"outsideNorthEastDZ"
-76,-29,"outsideNorthEastDZ"
-72,-31,"outsideNorthEastDZ"
-65,-41,"outsideNorthEastDZ"
-55,36,"outsideNorthWestDZ"
-35,-32,"eastPointDZ"
-33,-33,"eastPointDZ"
-31,40,"westPointDZ"
-30,-40,"eastPointDZ"
-15,35,"southEastBoardsNZ"
15,35,"northEastBoardsNZ"
29,-29,"westPoint"
35,-25,"westPoint"
42,-35,"westPoint"
51,-36,"westPoint"
61,27,"outsideNorthEast"
76,-41,"outsideNorthWest"
91,27,"outsideNorthEast"
94,-14,"outsideNorthWest"
99,-8,"outsideNorthWest"
99,7,"outsideNorthEast"
-93,-10,"outsideNorthEastDZ"
-93,9,"outsideNorthWestDZ"
-92,18,"outsideNorthWestDZ"
-90,-29,"outsideNorthEastDZ"
-90,-28,"outsideNorthEastDZ"
-89,32,"outsideNorthWestDZ"
-86,-22,"outsideNorthEastDZ"
-85,-10,"outsideNorthEastDZ"
-85,12,"outsideNorthWestDZ"
-78,5,"innerSlotDZ"
-76,28,"outsideNorthWestDZ"
-71,1,"innerSlotDZ"
-70,-32,"outsideNorthEastDZ"
-69,-31,"outsideNorthEastDZ"
-69,12,"westOuterSlotDZ"
-60,-41,"outsideNorthEastDZ"
-55,41,"outsideNorthWestDZ"
-42,34,"westPointDZ"
-38,-33,"eastPointDZ"
-18,-35,"southWestBoardsNZ"
-14,35,"southEastBoardsNZ"
-6,36,"southEastBoardsNZ"
17,36,"northEastBoardsNZ"
21,21,"northCenterNZ"
32,-41,"westPoint"
37,-31,"westPoint"
38,30,"eastPoint"
51,35,"eastPoint"
53,36,"eastPoint"
90,-31,"outsideNorthWest"
94,-15,"outsideNorthWest"
97,-13,"outsideNorthWest"
97,25,"outsideNorthEast"
-91,23,"outsideNorthWestDZ"
-87,-22,"outsideNorthEastDZ"
-78,-2,"innerSlotDZ"
-76,-28,"outsideNorthEastDZ"
-74,-30,"outsideNorthEastDZ"
-69,30,"outsideNorthWestDZ"
-63,29,"outsideNorthWestDZ"
-61,17,"westOuterSlotDZ"
-56,41,"outsideNorthWestDZ"
-48,-35,"eastPointDZ"
-33,-32,"eastPointDZ"
5,-35,"northWestBoardsNZ"
16,-36,"northWestBoardsNZ"
26,20,"eastPoint"
27,-38,"westPoint"
28,34,"eastPoint"
33,24,"eastPoint"
34,-21,"westPoint"
36,-28,"westPoint"
38,31,"eastPoint"
42,34,"eastPoint"
48,-41,"westPoint"
59,22,"eastOuterSlot"
80,-1,"innerSlot"
80,2,"innerSlot"
81,2,"innerSlot"
96,-13,"outsideNorthWest"
99,14,"outsideNorthEast"
-92,14,"outsideNorthWestDZ"
-87,23,"outsideNorthWestDZ"
-81,8,"innerSlotDZ"
-79,-4,"innerSlotDZ"
-75,-41,"outsideNorthEastDZ"
-75,14,"westOuterSlotDZ"
-72,-30,"outsideNorthEastDZ"
-70,2,"innerSlotDZ"
-70,32,"outsideNorthWestDZ"
-59,41,"outsideNorthWestDZ"
-42,-33,"eastPointDZ"
-36,-22,"eastPointDZ"
-35,34,"westPointDZ"
-30,36,"westPointDZ"
-11,-34,"southWestBoardsNZ"
-11,35,"southEastBoardsNZ"
6,35,"northEastBoardsNZ"
34,-28,"westPoint"
35,-22,"westPoint"
35,26,"eastPoint"
36,25,"eastPoint"
42,-41,"westPoint"
43,35,"eastPoint"
80,-3,"innerSlot"
80,35,"outsideNorthEast"
89,-33,"outsideNorthWest"
90,34,"outsideNorthEast"
99,10,"outsideNorthEast"
-88,36,"outsideNorthWestDZ"
-79,5,"innerSlotDZ"
-78,-36,"outsideNorthEastDZ"
-78,-29,"outsideNorthEastDZ"
-71,20,"westOuterSlotDZ"
-64,29,"outsideNorthWestDZ"
-63,13,"westOuterSlotDZ"
-62,-29,"outsideNorthEastDZ"
-61,37,"outsideNorthWestDZ"
-51,-35,"eastPointDZ"
-46,35,"westPointDZ"
-37,21,"westPointDZ"
-36,-23,"eastPointDZ"
-26,17,"southCenterNZ"
-19,-23,"southWestBoardsNZ"
-3,0,"southCenterNZ"
3,-36,"northWestBoardsNZ"
11,36,"northEastBoardsNZ"
20,36,"northEastBoardsNZ"
28,-35,"westPoint"
31,21,"eastPoint"
33,-23,"westPoint"
34,-26,"westPoint"
35,-28,"westPoint"
41,41,"eastPoint"
57,35,"outsideNorthEast"
81,-2,"innerSlot"
83,39,"outsideNorthEast"
85,-7,"innerSlot"
86,31,"outsideNorthEast"
-87,-23,"outsideNorthEastDZ"
-86,19,"outsideNorthWestDZ"
-81,34,"outsideNorthWestDZ"
-79,6,"innerSlotDZ"
-79,35,"outsideNorthWestDZ"
-78,-1,"innerSlotDZ"
-76,-13,"eastOuterSlotDZ"
-74,-37,"outsideNorthEastDZ"
-74,30,"outsideNorthWestDZ"
-69,-1,"innerSlotDZ"
-68,1,"innerSlotDZ"
-62,37,"outsideNorthWestDZ"
-49,34,"westPointDZ"
-40,-33,"eastPointDZ"
-34,-33,"eastPointDZ"
-34,-32,"eastPointDZ"
-31,-34,"eastPointDZ"
-20,-34,"southWestBoardsNZ"
-14,-34,"southWestBoardsNZ"
-5,-36,"southWestBoardsNZ"
-5,36,"southEastBoardsNZ"
10,-35,"northWestBoardsNZ"
29,-30,"westPoint"
29,-28,"westPoint"
33,-24,"westPoint"
33,-13,"centerPoint"
36,-30,"westPoint"
40,34,"eastPoint"
64,-29,"outsideNorthWest"
94,-3,"outsideNorthWest"
-93,13,"outsideNorthWestDZ"
-92,16,"outsideNorthWestDZ"
-91,8,"outsideNorthWestDZ"
-84,5,"innerSlotDZ"
-75,-30,"outsideNorthEastDZ"
-75,15,"westOuterSlotDZ"
-74,-15,"eastOuterSlotDZ"
-74,13,"westOuterSlotDZ"
-73,31,"outsideNorthWestDZ"
-72,32,"outsideNorthWestDZ"
-69,-34,"outsideNorthEastDZ"
-69,-11,"eastOuterSlotDZ"
-69,31,"outsideNorthWestDZ"
-61,-29,"outsideNorthEastDZ"
-45,-35,"eastPointDZ"
-41,-34,"eastPointDZ"
-38,34,"westPointDZ"
-36,21,"westPointDZ"
-35,-30,"eastPointDZ"
-32,-36,"eastPointDZ"
-29,-37,"eastPointDZ"
-26,-3,"southCenterNZ"
-26,4,"southCenterNZ"
-22,-35,"southWestBoardsNZ"
-12,-35,"southWestBoardsNZ"
-2,-40,"southWestBoardsNZ"
-1,36,"northEastBoardsNZ"
4,-35,"northWestBoardsNZ"
5,35,"northEastBoardsNZ"
28,-32,"westPoint"
30,26,"eastPoint"
33,-19,"westPoint"
34,20,"eastPoint"
35,-20,"westPoint"
56,41,"outsideNorthEast"
79,2,"innerSlot"
86,-32,"outsideNorthWest"
87,32,"outsideNorthEast"
89,35,"outsideNorthEast"
92,-22,"outsideNorthWest"
93,19,"outsideNorthEast"
96,0,"outsideNorthEast"
-93,0,"outsideNorthEastDZ"
-93,32,"outsideNorthWestDZ"
-89,-31,"outsideNorthEastDZ"
-86,13,"outsideNorthWestDZ"
-85,-12,"outsideNorthEastDZ"
-84,10,"outsideNorthWestDZ"
-83,-2,"innerSlotDZ"
-77,-4,"innerSlotDZ"
-76,-1,"innerSlotDZ"
-75,0,"innerSlotDZ"
-75,1,"innerSlotDZ"
-72,-32,"outsideNorthEastDZ"
-70,-31,"outsideNorthEastDZ"
-70,-2,"innerSlotDZ"
-63,-15,"eastOuterSlotDZ"
-63,-14,"eastOuterSlotDZ"
-52,-35,"eastPointDZ"
-26,9,"southCenterNZ"
-26,12,"southCenterNZ"
-13,-36,"southWestBoardsNZ"
-8,35,"southEastBoardsNZ"
6,-35,"northWestBoardsNZ"
11,-35,"northWestBoardsNZ"
29,30,"eastPoint"
30,-25,"westPoint"
31,20,"eastPoint"
40,33,"eastPoint"
63,-29,"outsideNorthWest"
64,37,"outsideNorthEast"
94,14,"outsideNorthEast"
-86,-27,"outsideNorthEastDZ"
-83,-4,"innerSlotDZ"
-77,-28,"outsideNorthEastDZ"
-77,28,"outsideNorthWestDZ"
-76,-30,"outsideNorthEastDZ"
-75,29,"outsideNorthWestDZ"
-49,35,"westPointDZ"
-47,34,"westPointDZ"
-40,34,"westPointDZ"
-39,-41,"eastPointDZ"
-35,-33,"eastPointDZ"
-26,-10,"southCenterNZ"
-23,-38,"southWestBoardsNZ"
-22,36,"southEastBoardsNZ"
-17,-35,"southWestBoardsNZ"
-9,35,"southEastBoardsNZ"
9,35,"northEastBoardsNZ"
10,35,"northEastBoardsNZ"
12,-35,"northWestBoardsNZ"
22,-37,"northWestBoardsNZ"
34,-25,"westPoint"
34,-24,"westPoint"
35,-23,"westPoint"
36,20,"eastPoint"
40,41,"eastPoint"
41,34,"eastPoint"
49,-35,"westPoint"
